GCF_000005845.2_ASM584v2	GCF/000/005/845/GCF_000005845.2_ASM584v2	eco	GCF/000/005/845	Escherichia coli K-12 MG1655
GCA_000015045.1_ASM1504v1	GCA/000/015/045/GCA_000015045.1_ASM1504v1	ppd	GCA/000/015/045	Pelobacter propionicus
GCA_001888165.1_ASM188816v1	GCA/001/888/165/GCA_001888165.1_ASM188816v1	pace	GCA/001/888/165	Pelobacter acetylenicus
GCA_001887775.1_ASM188777v1	GCA/001/887/775/GCA_001887775.1_ASM188777v1	pef	GCA/001/887/775	Pelobacter sp. SFB93
GCA_001278055.1_ASM127805v1	GCA/001/278/055/GCA_001278055.1_ASM127805v1	des	GCA/001/278/055	Desulfuromonas soudanensis
GCA_001611275.1_ASM161127v1	GCA/001/611/275/GCA_001611275.1_ASM161127v1	deu	GCA/001/611/275	Desulfuromonas sp. DDH964
GCF_000195755.1_ASM19575v1	GCF/000/195/755/GCF_000195755.1_ASM19575v1	dvu	GCF/000/195/755	Desulfovibrio vulgaris Hildenborough
GCA_000015485.1_ASM1548v1	GCA/000/015/485/GCA_000015485.1_ASM1548v1	dvl	GCA/000/015/485	Desulfovibrio vulgaris DP4
GCA_000021385.1_ASM2138v1	GCA/000/021/385/GCA_000021385.1_ASM2138v1	dvm	GCA/000/021/385	Desulfovibrio vulgaris Miyazaki F
GCA_000166115.1_ASM16611v1	GCA/000/166/115/GCA_000166115.1_ASM16611v1	dvg	GCA/000/166/115	Desulfovibrio vulgaris RCH1
GCA_000012665.1_ASM1266v1	GCA/000/012/665/GCA_000012665.1_ASM1266v1	dde	GCA/000/012/665	Desulfovibrio alaskensis
GCA_000022125.1_ASM2212v1	GCA/000/022/125/GCA_000022125.1_ASM2212v1	dds	GCA/000/022/125	Desulfovibrio desulfuricans ATCC 27774
GCA_000189295.2_ASM18929v2	GCA/000/189/295/GCA_000189295.2_ASM18929v2	ddn	GCA/000/189/295	Desulfovibrio desulfuricans ND132
GCA_000010665.1_ASM1066v1	GCA/000/010/665/GCA_000010665.1_ASM1066v1	dma	GCA/000/010/665	Desulfovibrio magneticus
GCA_000023445.1_ASM2344v1	GCA/000/023/445/GCA_000023445.1_ASM2344v1	dsa	GCA/000/023/445	Desulfovibrio salexigens
GCA_000212675.2_ASM21267v2	GCA/000/212/675/GCA_000212675.2_ASM21267v2	daf	GCA/000/212/675	Desulfovibrio africanus
GCA_000331025.1_ASM33102v1	GCA/000/331/025/GCA_000331025.1_ASM33102v1	dhy	GCA/000/331/025	Desulfovibrio hydrothermalis
GCA_000468495.1_ASM46849v1	GCA/000/468/495/GCA_000468495.1_ASM46849v1	dgg	GCA/000/468/495	Desulfovibrio gigas
GCA_001553605.1_ASM155360v1	GCA/001/553/605/GCA_001553605.1_ASM155360v1	dfi	GCA/001/553/605	Desulfovibrio fairfieldensis
GCA_900116045.1_DESPIGER	GCA/900/116/045/GCA_900116045.1_DESPIGER	dpg	GCA/900/116/045	Desulfovibrio piger
GCA_002334685.1_ASM233468v1	GCA/002/334/685/GCA_002334685.1_ASM233468v1	def	GCA/002/334/685	Desulfovibrio sp. G11
GCA_002355955.1_ASM235595v1	GCA/002/355/955/GCA_002355955.1_ASM235595v1	dtr	GCA/002/355/955	Candidatus Desulfovibrio trichonymphae
GCA_000176915.2_ASM17691v2	GCA/000/176/915/GCA_000176915.2_ASM17691v2	das	GCA/000/176/915	Pseudodesulfovibrio aespoeensis
GCA_000341895.1_ASM34189v1	GCA/000/341/895/GCA_000341895.1_ASM34189v1	dpi	GCA/000/341/895	Pseudodesulfovibrio piezophilus
GCA_001563225.1_ASM156322v1	GCA/001/563/225/GCA_001563225.1_ASM156322v1	dej	GCA/001/563/225	Pseudodesulfovibrio indicus
GCA_900217235.1_DPRO_PRJEB22548_v1	GCA/900/217/235/GCA_900217235.1_DPRO_PRJEB22548_v1	pprf	GCA/900/217/235	Pseudodesulfovibrio profundus
GCA_000055945.1_ASM5594v1	GCA/000/055/945/GCA_000055945.1_ASM5594v1	lip	GCA/000/055/945	Lawsonia intracellularis PHE/MN1-00
GCA_000331715.1_ASM33171v1	GCA/000/331/715/GCA_000331715.1_ASM33171v1	lir	GCA/000/331/715	Lawsonia intracellularis N343
GCA_000023225.1_ASM2322v1	GCA/000/023/225/GCA_000023225.1_ASM2322v1	dba	GCA/000/023/225	Desulfomicrobium baculatum
GCA_001553625.1_ASM155362v1	GCA/001/553/625/GCA_001553625.1_ASM155362v1	doa	GCA/001/553/625	Desulfomicrobium orale
GCA_000024325.1_ASM2432v1	GCA/000/024/325/GCA_000024325.1_ASM2432v1	drt	GCA/000/024/325	Desulfohalobium retbaense
GCA_000025945.1_ASM2594v1	GCA/000/025/945/GCA_000025945.1_ASM2594v1	dps	GCA/000/025/945	Desulfotalea psychrophila
GCA_000092205.1_ASM9220v1	GCA/000/092/205/GCA_000092205.1_ASM9220v1	dak	GCA/000/092/205	Desulfurivibrio alkaliphilus
GCA_000186885.1_ASM18688v1	GCA/000/186/885/GCA_000186885.1_ASM18688v1	dpr	GCA/000/186/885	Desulfobulbus propionicus
GCA_002952055.1_ASM295205v1	GCA/002/952/055/GCA_002952055.1_ASM295205v1	deo	GCA/002/952/055	Desulfobulbus sp. ORNL
GCA_000341395.1_ASM34139v1	GCA/000/341/395/GCA_000341395.1_ASM34139v1	dsf	GCA/000/341/395	Desulfocapsa sulfexigens
GCA_000018405.1_ASM1840v1	GCA/000/018/405/GCA_000018405.1_ASM1840v1	dol	GCA/000/018/405	Desulfococcus oleovorans
GCA_001854245.1_ASM185424v1	GCA/001/854/245/GCA_001854245.1_ASM185424v1	dml	GCA/001/854/245	Desulfococcus multivorans
GCA_000021905.1_ASM2190v1	GCA/000/021/905/GCA_000021905.1_ASM2190v1	dal	GCA/000/021/905	Desulfatibacillum alkenivorans
GCA_000020365.1_ASM2036v1	GCA/000/020/365/GCA_000020365.1_ASM2036v1	dat	GCA/000/020/365	Desulfobacterium autotrophicum
GCA_000307105.1_ASM30710v1	GCA/000/307/105/GCA_000307105.1_ASM30710v1	dto	GCA/000/307/105	Desulfobacula toluolica
GCA_000013385.1_ASM1338v1	GCA/000/013/385/GCA_000013385.1_ASM1338v1	ade	GCA/000/013/385	Anaeromyxobacter dehalogenans 2CP-C
GCA_000022145.1_ASM2214v1	GCA/000/022/145/GCA_000022145.1_ASM2214v1	acp	GCA/000/022/145	Anaeromyxobacter dehalogenans 2CP-1
GCA_000017505.1_ASM1750v1	GCA/000/017/505/GCA_000017505.1_ASM1750v1	afw	GCA/000/017/505	Anaeromyxobacter sp. Fw109-5
GCA_000020805.1_ASM2080v1	GCA/000/020/805/GCA_000020805.1_ASM2080v1	ank	GCA/000/020/805	Anaeromyxobacter sp. K
GCA_000012685.1_ASM1268v1	GCA/000/012/685/GCA_000012685.1_ASM1268v1	mxa	GCA/000/012/685	Myxococcus xanthus
GCA_000219105.1_ASM21910v1	GCA/000/219/105/GCA_000219105.1_ASM21910v1	mfu	GCA/000/219/105	Myxococcus fulvus
GCA_000331735.1_ASM33173v1	GCA/000/331/735/GCA_000331735.1_ASM33173v1	msd	GCA/000/331/735	Myxococcus stipitatus
GCA_000280925.3_ASM28092v3	GCA/000/280/925/GCA_000280925.3_ASM28092v3	mym	GCA/000/280/925	Myxococcus hansupus
GCA_002305895.1_ASM230589v1	GCA/002/305/895/GCA_002305895.1_ASM230589v1	mmas	GCA/002/305/895	Myxococcus macrosporus
GCA_000255295.1_ASM25529v1	GCA/000/255/295/GCA_000255295.1_ASM25529v1	ccx	GCA/000/255/295	Corallococcus coralloides
GCA_000165485.1_ASM16548v1	GCA/000/165/485/GCA_000165485.1_ASM16548v1	sur	GCA/000/165/485	Stigmatella aurantiaca
GCA_001027285.1_ASM102728v1	GCA/001/027/285/GCA_001027285.1_ASM102728v1	age	GCA/001/027/285	Archangium gephyra
GCA_002305855.1_ASM230585v1	GCA/002/305/855/GCA_002305855.1_ASM230585v1	mbd	GCA/002/305/855	Melittangium boletus
GCA_002305875.1_ASM230587v1	GCA/002/305/875/GCA_002305875.1_ASM230587v1	cfus	GCA/002/305/875	Cystobacter fuscus
GCA_001263175.1_ASM126317v1	GCA/001/263/175/GCA_001263175.1_ASM126317v1	vin	GCA/001/263/175	Vulgatibacter incomptus
GCA_000067165.1_ASM6716v1	GCA/000/067/165/GCA_000067165.1_ASM6716v1	scl	GCA/000/067/165	Sorangium cellulosum So ce56
GCA_000418325.1_ASM41832v1	GCA/000/418/325/GCA_000418325.1_ASM41832v1	scu	GCA/000/418/325	Sorangium cellulosum So0157-2
GCA_001189295.1_ASM118929v1	GCA/001/189/295/GCA_001189295.1_ASM118929v1	ccro	GCA/001/189/295	Chondromyces crocatus
GCA_000737325.2_ASM73732v2	GCA/000/737/325/GCA_000737325.2_ASM73732v2	samy	GCA/000/737/325	Sandaracinus amylolyticus
GCA_001263205.1_ASM126320v1	GCA/001/263/205/GCA_001263205.1_ASM126320v1	llu	GCA/001/263/205	Labilithrix luteola
GCA_001931535.1_ASM193153v1	GCA/001/931/535/GCA_001931535.1_ASM193153v1	mrm	GCA/001/931/535	Minicystis rosea
GCA_000024805.1_ASM2480v1	GCA/000/024/805/GCA_000024805.1_ASM2480v1	hoh	GCA/000/024/805	Haliangium ochraceum
GCA_000013405.1_ASM1340v1	GCA/000/013/405/GCA_000013405.1_ASM1340v1	sat	GCA/000/013/405	Syntrophus aciditrophicus
GCA_000195295.1_ASM19529v1	GCA/000/195/295/GCA_000195295.1_ASM19529v1	dao	GCA/000/195/295	Desulfobacca acetoxidans
GCA_000266945.1_ASM26694v1	GCA/000/266/945/GCA_000266945.1_ASM26694v1	dti	GCA/000/266/945	Desulfomonile tiedjei
GCA_000014965.1_ASM1496v1	GCA/000/014/965/GCA_000014965.1_ASM1496v1	sfu	GCA/000/014/965	Syntrophobacter fumaroxidans
GCA_000143965.1_ASM14396v1	GCA/000/143/965/GCA_000143965.1_ASM14396v1	dbr	GCA/000/143/965	Desulfarculus baarsii
GCA_000194135.1_ASM19413v1	GCA/000/194/135/GCA_000194135.1_ASM19413v1	hmr	GCA/000/194/135	Hippea maritima
GCA_000517565.1_ASM51756v1	GCA/000/517/565/GCA_000517565.1_ASM51756v1	dav	GCA/000/517/565	Desulfurella acetivorans
GCA_000513475.1_Bbla	GCA/000/513/475/GCA_000513475.1_Bbla	dpb	GCA/000/513/475	Candidatus Babela massiliensis
GCA_003258315.1_ASM325831v1	GCA/003/258/315/GCA_003258315.1_ASM325831v1	bsed	GCA/003/258/315	Bradymonas sediminis
GCA_000196175.1_ASM19617v1	GCA/000/196/175/GCA_000196175.1_ASM19617v1	bba	GCA/000/196/175	Bdellovibrio bacteriovorus HD100
GCA_000317895.1_ASM31789v1	GCA/000/317/895/GCA_000317895.1_ASM31789v1	bbat	GCA/000/317/895	Bdellovibrio bacteriovorus Tiberius
GCA_000525675.1_ASM52567v1	GCA/000/525/675/GCA_000525675.1_ASM52567v1	bbw	GCA/000/525/675	Bdellovibrio bacteriovorus W
GCA_000691605.1_ASM69160v1	GCA/000/691/605/GCA_000691605.1_ASM69160v1	bbac	GCA/000/691/605	Bdellovibrio bacteriovorus 109J
GCA_000348725.1_ASM34872v1	GCA/000/348/725/GCA_000348725.1_ASM34872v1	bex	GCA/000/348/725	Bdellovibrio exovorus
GCA_000210915.2_ASM21091v2	GCA/000/210/915/GCA_000210915.2_ASM21091v2	bmx	GCA/000/210/915	Halobacteriovorax marinus
GCA_003612895.1_ASM361289v1	GCA/003/612/895/GCA_003612895.1_ASM361289v1	hax	GCA/003/612/895	Halobacteriovorax sp. BALOs_7
GCA_002872415.1_ASM287241v1	GCA/002/872/415/GCA_002872415.1_ASM287241v1	bsto	GCA/002/872/415	Bacteriovorax stolpii
GCF_000195735.1_ASM19573v1	GCF/000/195/735/GCF_000195735.1_ASM19573v1	rpr	GCF/000/195/735	Rickettsia prowazekii Madrid E
GCA_000277205.1_ASM27720v1	GCA/000/277/205/GCA_000277205.1_ASM27720v1	rpo	GCA/000/277/205	Rickettsia prowazekii BuV67-CWPP
GCA_000277165.1_ASM27716v1	GCA/000/277/165/GCA_000277165.1_ASM27716v1	rpw	GCA/000/277/165	Rickettsia prowazekii Chernikova
GCA_000277225.1_ASM27722v1	GCA/000/277/225/GCA_000277225.1_ASM27722v1	rpz	GCA/000/277/225	Rickettsia prowazekii Dachau
GCA_000277245.1_ASM27724v1	GCA/000/277/245/GCA_000277245.1_ASM27724v1	rpg	GCA/000/277/245	Rickettsia prowazekii GvV257
GCA_000277185.1_ASM27718v1	GCA/000/277/185/GCA_000277185.1_ASM27718v1	rps	GCA/000/277/185	Rickettsia prowazekii Katsinyian
GCA_000277265.1_ASM27726v1	GCA/000/277/265/GCA_000277265.1_ASM27726v1	rpv	GCA/000/277/265	Rickettsia prowazekii RpGvF24
GCA_000022785.1_ASM2278v1	GCA/000/022/785/GCA_000022785.1_ASM2278v1	rpq	GCA/000/022/785	Rickettsia prowazekii Rp22
GCA_000367405.1_ASM36740v1	GCA/000/367/405/GCA_000367405.1_ASM36740v1	rpl	GCA/000/367/405	Rickettsia prowazekii Breinl
GCA_000363905.1_ASM36390v1	GCA/000/363/905/GCA_000363905.1_ASM36390v1	rpn	GCA/000/363/905	Rickettsia prowazekii NMRC Madrid E
GCA_000008045.1_ASM804v1	GCA/000/008/045/GCA_000008045.1_ASM804v1	rty	GCA/000/008/045	Rickettsia typhi Wilmington
GCA_000277285.1_ASM27728v1	GCA/000/277/285/GCA_000277285.1_ASM27728v1	rtt	GCA/000/277/285	Rickettsia typhi TH1527
GCA_000277305.1_ASM27730v1	GCA/000/277/305/GCA_000277305.1_ASM27730v1	rtb	GCA/000/277/305	Rickettsia typhi B9991CWPP
GCA_000014345.1_ASM1434v1	GCA/000/014/345/GCA_000014345.1_ASM1434v1	rcm	GCA/000/014/345	Rickettsia canadensis McKiel
GCA_000283915.1_ASM28391v1	GCA/000/283/915/GCA_000283915.1_ASM28391v1	rcc	GCA/000/283/915	Rickettsia canadensis CA410
GCA_000012385.1_ASM1238v1	GCA/000/012/385/GCA_000012385.1_ASM1238v1	rbe	GCA/000/012/385	Rickettsia bellii RML369-C
GCA_000018245.1_ASM1824v1	GCA/000/018/245/GCA_000018245.1_ASM1824v1	rbo	GCA/000/018/245	Rickettsia bellii OSU 85-389
GCA_000007025.1_ASM702v1	GCA/000/007/025/GCA_000007025.1_ASM702v1	rco	GCA/000/007/025	Rickettsia conorii
GCA_000012145.1_ASM1214v1	GCA/000/012/145/GCA_000012145.1_ASM1214v1	rfe	GCA/000/012/145	Rickettsia felis
GCA_000018205.1_ASM1820v1	GCA/000/018/205/GCA_000018205.1_ASM1820v1	rak	GCA/000/018/205	Rickettsia akari
GCA_000018225.1_ASM1822v1	GCA/000/018/225/GCA_000018225.1_ASM1822v1	rri	GCA/000/018/225	Rickettsia rickettsii Sheila Smith
GCA_000017445.3_ASM1744v3	GCA/000/017/445/GCA_000017445.3_ASM1744v3	rrj	GCA/000/017/445	Rickettsia rickettsii Iowa
GCA_000283795.1_ASM28379v1	GCA/000/283/795/GCA_000283795.1_ASM28379v1	rra	GCA/000/283/795	Rickettsia rickettsii Arizona
GCA_000283775.1_ASM28377v1	GCA/000/283/775/GCA_000283775.1_ASM28377v1	rrc	GCA/000/283/775	Rickettsia rickettsii Colombia
GCA_000283835.1_ASM28383v1	GCA/000/283/835/GCA_000283835.1_ASM28383v1	rrh	GCA/000/283/835	Rickettsia rickettsii Hauke
GCA_000283955.1_ASM28395v1	GCA/000/283/955/GCA_000283955.1_ASM28395v1	rrb	GCA/000/283/955	Rickettsia rickettsii Brazil
GCA_000283815.1_ASM28381v1	GCA/000/283/815/GCA_000283815.1_ASM28381v1	rrn	GCA/000/283/815	Rickettsia rickettsii Hino
GCA_000283935.1_ASM28393v1	GCA/000/283/935/GCA_000283935.1_ASM28393v1	rrp	GCA/000/283/935	Rickettsia rickettsii Hlp#2
GCA_000831545.1_ASM83154v1	GCA/000/831/545/GCA_000831545.1_ASM83154v1	rrm	GCA/000/831/545	Rickettsia rickettsii Morgan
GCA_000831525.1_ASM83152v1	GCA/000/831/525/GCA_000831525.1_ASM83152v1	rrr	GCA/000/831/525	Rickettsia rickettsii R
GCA_000016625.1_ASM1662v1	GCA/000/016/625/GCA_000016625.1_ASM1662v1	rms	GCA/000/016/625	Rickettsia massiliae MTU5
GCA_000283855.1_ASM28385v1	GCA/000/283/855/GCA_000283855.1_ASM28385v1	rmi	GCA/000/283/855	Rickettsia massiliae AZT80
GCA_000021525.1_ASM2152v1	GCA/000/021/525/GCA_000021525.1_ASM2152v1	rpk	GCA/000/021/525	Rickettsia peacockii
GCA_000023005.1_ASM2300v1	GCA/000/023/005/GCA_000023005.1_ASM2300v1	raf	GCA/000/023/005	Rickettsia africae
GCA_000221205.1_ASM22120v1	GCA/000/221/205/GCA_000221205.1_ASM22120v1	rhe	GCA/000/221/205	Rickettsia heilongjiangensis
GCA_000283595.1_ASM28359v1	GCA/000/283/595/GCA_000283595.1_ASM28359v1	rja	GCA/000/283/595	Rickettsia japonica
GCA_000237845.1_ASM23784v1	GCA/000/237/845/GCA_000237845.1_ASM23784v1	rsv	GCA/000/237/845	Rickettsia slovaca 13-B
GCA_000252365.1_ASM25236v1	GCA/000/252/365/GCA_000252365.1_ASM25236v1	rsw	GCA/000/252/365	Rickettsia slovaca D-CWPP
GCA_000283995.1_ASM28399v1	GCA/000/283/995/GCA_000283995.1_ASM28399v1	rph	GCA/000/283/995	Rickettsia philipii
GCA_000284155.1_ASM28415v1	GCA/000/284/155/GCA_000284155.1_ASM28415v1	rau	GCA/000/284/155	Rickettsia australis
GCA_000284175.1_ASM28417v1	GCA/000/284/175/GCA_000284175.1_ASM28417v1	rmo	GCA/000/284/175	Rickettsia montanensis
GCA_000284195.1_ASM28419v1	GCA/000/284/195/GCA_000284195.1_ASM28419v1	rpp	GCA/000/284/195	Rickettsia parkeri
GCA_000284075.1_ASM28407v1	GCA/000/284/075/GCA_000284075.1_ASM28407v1	rre	GCA/000/284/075	Rickettsia rhipicephali
GCA_000284055.1_ASM28405v1	GCA/000/284/055/GCA_000284055.1_ASM28405v1	ram	GCA/000/284/055	Rickettsia amblyommatis GAT-30V
GCA_001273795.1_ASM127379v1	GCA/001/273/795/GCA_001273795.1_ASM127379v1	rab	GCA/001/273/795	Rickettsia amblyommatis Ac37
GCA_000499665.2_RMONA_1	GCA/000/499/665/GCA_000499665.2_RMONA_1	rmc	GCA/000/499/665	Rickettsia monacensis
GCA_002285905.1_ASM228590v1	GCA/002/285/905/GCA_002285905.1_ASM228590v1	ric	GCA/002/285/905	Rickettsia sp. MEAM1 (Bemisia tabaci)
GCA_000063545.1_ASM6354v1	GCA/000/063/545/GCA_000063545.1_ASM6354v1	ots	GCA/000/063/545	Orientia tsutsugamushi Boryong
GCA_000010205.1_ASM1020v1	GCA/000/010/205/GCA_000010205.1_ASM1020v1	ott	GCA/000/010/205	Orientia tsutsugamushi Ikeda
GCA_003015145.1_ASM301514v1	GCA/003/015/145/GCA_003015145.1_ASM301514v1	ptc	GCA/003/015/145	Candidatus Phycorickettsia trachydisci
GCA_000008025.1_ASM802v1	GCA/000/008/025/GCA_000008025.1_ASM802v1	wol	GCA/000/008/025	Wolbachia wMel (Drosophila melanogaster)
GCA_000022285.1_ASM2228v1	GCA/000/022/285/GCA_000022285.1_ASM2228v1	wri	GCA/000/022/285	Wolbachia wRi (Drosophila simulans)
GCA_000376605.1_ASM37660v1	GCA/000/376/605/GCA_000376605.1_ASM37660v1	wen	GCA/000/376/605	Wolbachia wHa (Drosophila simulans)
GCA_000376585.1_ASM37658v1	GCA/000/376/585/GCA_000376585.1_ASM37658v1	wed	GCA/000/376/585	Wolbachia wNo (Drosophila simulans)
GCA_000073005.1_ASM7300v1	GCA/000/073/005/GCA_000073005.1_ASM7300v1	wpi	GCA/000/073/005	Wolbachia wPip (Culex quinquefasciatus)
GCA_000008385.1_ASM838v1	GCA/000/008/385/GCA_000008385.1_ASM838v1	wbm	GCA/000/008/385	Wolbachia wBm (Brugia malayi)
GCA_000306885.1_ASM30688v1	GCA/000/306/885/GCA_000306885.1_ASM30688v1	woo	GCA/000/306/885	Wolbachia wOo (Onchocerca ochengi)
GCA_000829315.1_ASM82931v1	GCA/000/829/315/GCA_000829315.1_ASM82931v1	wcl	GCA/000/829/315	Wolbachia wCle (Cimex lectularius)
GCA_000011945.1_ASM1194v1	GCA/000/011/945/GCA_000011945.1_ASM1194v1	ama	GCA/000/011/945	Anaplasma marginale St. Maries
GCA_000020305.1_ASM2030v1	GCA/000/020/305/GCA_000020305.1_ASM2030v1	amf	GCA/000/020/305	Anaplasma marginale Florida
GCA_000495535.1_ASM49553v1	GCA/000/495/535/GCA_000495535.1_ASM49553v1	amw	GCA/000/495/535	Anaplasma marginale Dawn
GCA_000495495.1_ASM49549v1	GCA/000/495/495/GCA_000495495.1_ASM49549v1	amp	GCA/000/495/495	Anaplasma marginale Gypsy Plains
GCA_000024505.1_ASM2450v1	GCA/000/024/505/GCA_000024505.1_ASM2450v1	acn	GCA/000/024/505	Anaplasma centrale
GCA_000013125.1_ASM1312v1	GCA/000/013/125/GCA_000013125.1_ASM1312v1	aph	GCA/000/013/125	Anaplasma phagocytophilum HZ
GCA_000439755.1_ASM43975v1	GCA/000/439/755/GCA_000439755.1_ASM43975v1	apy	GCA/000/439/755	Anaplasma phagocytophilum HZ2
GCA_000439795.1_ASM43979v1	GCA/000/439/795/GCA_000439795.1_ASM43979v1	apd	GCA/000/439/795	Anaplasma phagocytophilum Dog2
GCA_000439775.1_ASM43977v1	GCA/000/439/775/GCA_000439775.1_ASM43977v1	apha	GCA/000/439/775	Anaplasma phagocytophilum JM
GCA_002214625.2_ASM221462v2	GCA/002/214/625/GCA_002214625.2_ASM221462v2	aoh	GCA/002/214/625	Anaplasma ovis
GCA_000026005.1_ASM2600v1	GCA/000/026/005/GCA_000026005.1_ASM2600v1	eru	GCA/000/026/005	Ehrlichia ruminantium Welgevonden (South Africa)
GCA_000050425.1_ASM5042v1	GCA/000/050/425/GCA_000050425.1_ASM5042v1	erw	GCA/000/050/425	Ehrlichia ruminantium Welgevonden (France)
GCA_000050405.1_ASM5040v1	GCA/000/050/405/GCA_000050405.1_ASM5040v1	erg	GCA/000/050/405	Ehrlichia ruminantium Gardel
GCA_000012565.1_ASM1256v1	GCA/000/012/565/GCA_000012565.1_ASM1256v1	ecn	GCA/000/012/565	Ehrlichia canis
GCA_000013145.1_ASM1314v1	GCA/000/013/145/GCA_000013145.1_ASM1314v1	ech	GCA/000/013/145	Ehrlichia chaffeensis Arkansas
GCA_000632815.1_ASM63281v1	GCA/000/632/815/GCA_000632815.1_ASM63281v1	echa	GCA/000/632/815	Ehrlichia chaffeensis Heartland
GCA_000632865.1_ASM63286v1	GCA/000/632/865/GCA_000632865.1_ASM63286v1	echj	GCA/000/632/865	Ehrlichia chaffeensis Jax
GCA_000632885.1_ASM63288v1	GCA/000/632/885/GCA_000632885.1_ASM63288v1	echl	GCA/000/632/885	Ehrlichia chaffeensis Liberty
GCA_000632905.1_ASM63290v1	GCA/000/632/905/GCA_000632905.1_ASM63290v1	echs	GCA/000/632/905	Ehrlichia chaffeensis Osceola
GCA_000632925.1_ASM63292v1	GCA/000/632/925/GCA_000632925.1_ASM63292v1	echv	GCA/000/632/925	Ehrlichia chaffeensis Saint Vincent
GCA_000632945.1_ASM63294v1	GCA/000/632/945/GCA_000632945.1_ASM63294v1	echw	GCA/000/632/945	Ehrlichia chaffeensis Wakulla
GCA_000632965.1_ASM63296v1	GCA/000/632/965/GCA_000632965.1_ASM63296v1	echp	GCA/000/632/965	Ehrlichia chaffeensis West Paces
GCA_000508225.1_ASM50822v1	GCA/000/508/225/GCA_000508225.1_ASM50822v1	emr	GCA/000/508/225	Ehrlichia muris
GCA_000632845.1_ASM63284v1	GCA/000/632/845/GCA_000632845.1_ASM63284v1	ehh	GCA/000/632/845	Ehrlichia sp. HF
GCA_000013165.1_ASM1316v1	GCA/000/013/165/GCA_000013165.1_ASM1316v1	nse	GCA/000/013/165	Neorickettsia sennetsu
GCA_000022525.1_ASM2252v1	GCA/000/022/525/GCA_000022525.1_ASM2252v1	nri	GCA/000/022/525	Neorickettsia risticii
GCA_000632985.1_ASM63298v1	GCA/000/632/985/GCA_000632985.1_ASM63298v1	nhm	GCA/000/632/985	Neorickettsia helminthoeca
GCA_000219355.1_ASM21935v1	GCA/000/219/355/GCA_000219355.1_ASM21935v1	mmn	GCA/000/219/355	Candidatus Midichloria mitochondrii
GCA_003072485.1_ASM307248v1	GCA/003/072/485/GCA_003072485.1_ASM307248v1	fso	GCA/003/072/485	Candidatus Fokinia solitaria
GCA_000746585.2_ASM74658v2	GCA/000/746/585/GCA_000746585.2_ASM74658v2	rbt	GCA/000/746/585	Rickettsiales bacterium Ac37b
GCA_000742835.1_ASM74283v1	GCA/000/742/835/GCA_000742835.1_ASM74283v1	paca	GCA/000/742/835	Candidatus Paracaedibacter acanthamoebae
GCA_000743035.1_ASM74303v1	GCA/000/743/035/GCA_000743035.1_ASM74303v1	caq	GCA/000/743/035	Candidatus Paracaedimonas acanthamoebae
GCA_002117145.1_ASM211714v1	GCA/002/117/145/GCA_002117145.1_ASM211714v1	naf	GCA/002/117/145	Candidatus Nucleicultrix amoebiphila
GCA_000730245.1_ASM73024v1	GCA/000/730/245/GCA_000730245.1_ASM73024v1	eaa	GCA/000/730/245	Endosymbiont of Acanthamoeba sp. UWC8
GCA_000009625.1_ASM962v1	GCA/000/009/625/GCA_000009625.1_ASM962v1	mlo	GCA/000/009/625	Mesorhizobium japonicum MAFF 303099
GCA_001676765.1_ASM167676v1	GCA/001/676/765/GCA_001676765.1_ASM167676v1	mln	GCA/001/676/765	Mesorhizobium loti NZP2037
GCF_000185905.1_ASM18590v1	GCF/000/185/905/GCF_000185905.1_ASM18590v1	mci	GCF/000/185/905	Mesorhizobium ciceri (biovar Biserrulae)
GCA_000176035.2_ASM17603v2	GCA/000/176/035/GCA_000176035.2_ASM17603v2	mop	GCA/000/176/035	Mesorhizobium opportunistum
GCA_000230995.3_ASM23099v3	GCA/000/230/995/GCA_000230995.3_ASM23099v3	mam	GCA/000/230/995	Mesorhizobium australicum
GCA_001686985.1_ASM168698v1	GCA/001/686/985/GCA_001686985.1_ASM168698v1	mamo	GCA/001/686/985	Mesorhizobium amorphae
GCA_001889605.1_ASM188960v1	GCA/001/889/605/GCA_001889605.1_ASM188960v1	meso	GCA/001/889/605	Mesorhizobium sp. B7
GCA_001672455.2_ASM167245v2	GCA/001/672/455/GCA_001672455.2_ASM167245v2	mesw	GCA/001/672/455	Mesorhizobium sp. WSM1497
GCA_000014245.1_ASM1424v1	GCA/000/014/245/GCA_000014245.1_ASM1424v1	mes	GCA/000/014/245	Chelativorans sp. BNC1
GCA_001011155.1_ASM101115v1	GCA/001/011/155/GCA_001011155.1_ASM101115v1	hoe	GCA/001/011/155	Hoeflea sp. IMCC20628
GCA_001605015.1_ASM160501v1	GCA/001/605/015/GCA_001605015.1_ASM160501v1	aak	GCA/001/605/015	Aminobacter aminovorans
GCA_003071665.1_ASM307166v1	GCA/003/071/665/GCA_003071665.1_ASM307166v1	amih	GCA/003/071/665	Aminobacter sp. MSH1
GCA_002764115.1_ASM276411v1	GCA/002/764/115/GCA_002764115.1_ASM276411v1	pht	GCA/002/764/115	Phyllobacterium zundukense
GCA_000017565.1_ASM1756v1	GCA/000/017/565/GCA_000017565.1_ASM1756v1	pla	GCA/000/017/565	Parvibaculum lavamentivorans
GCA_003330885.1_ASM333088v1	GCA/003/330/885/GCA_003330885.1_ASM333088v1	rbs	GCA/003/330/885	Rhodobiaceae bacterium SMS8
